CISP;ano;mes;roubo_carga;LAT;LONG;Nome das CISP’s;mes/ano
CISP5 (Mem de Sá);2005;1;0.018242636062953548;-22.909893;-43.184305;Mem de Sá;1/2005
CISP5 (Mem de Sá);2005;2;0.016437782148946613;-22.909893;-43.184305;Mem de Sá;2/2005
CISP5 (Mem de Sá);2005;3;0.03287827295093596;-22.909893;-43.184305;Mem de Sá;3/2005
CISP5 (Mem de Sá);2005;4;0.030737079100499;-22.909893;-43.184305;Mem de Sá;4/2005
CISP5 (Mem de Sá);2005;5;0.020915978494595575;-22.909893;-43.184305;Mem de Sá;5/2005
CISP5 (Mem de Sá);2005;6;0.04639308154839702;-22.909893;-43.184305;Mem de Sá;6/2005
CISP5 (Mem de Sá);2005;7;0.02105122375790008;-22.909893;-43.184305;Mem de Sá;7/2005
CISP5 (Mem de Sá);2005;8;0.02690936266643398;-22.909893;-43.184305;Mem de Sá;8/2005
CISP5 (Mem de Sá);2005;9;0.04710657082610453;-22.909893;-43.184305;Mem de Sá;9/2005
CISP5 (Mem de Sá);2005;10;0.03241224682333592;-22.909893;-43.184305;Mem de Sá;10/2005
CISP5 (Mem de Sá);2005;11;0.03243258762991518;-22.909893;-43.184305;Mem de Sá;11/2005
CISP5 (Mem de Sá);2005;12;0.031880527651279716;-22.909893;-43.184305;Mem de Sá;12/2005
CISP5 (Mem de Sá);2006;1;0.03311338178426949;-22.909893;-43.184305;Mem de Sá;1/2006
CISP5 (Mem de Sá);2006;2;0.048090583158357264;-22.909893;-43.184305;Mem de Sá;2/2006
CISP5 (Mem de Sá);2006;3;0.029863592347089896;-22.909893;-43.184305;Mem de Sá;3/2006
CISP5 (Mem de Sá);2006;4;0.01907694397744186;-22.909893;-43.184305;Mem de Sá;4/2006
CISP5 (Mem de Sá);2006;5;0.01856402502993334;-22.909893;-43.184305;Mem de Sá;5/2006
CISP5 (Mem de Sá);2006;6;0.06394641398609557;-22.909893;-43.184305;Mem de Sá;6/2006
CISP5 (Mem de Sá);2006;7;0.03371657909545493;-22.909893;-43.184305;Mem de Sá;7/2006
CISP5 (Mem de Sá);2006;8;0.009310169738316363;-22.909893;-43.184305;Mem de Sá;8/2006
CISP5 (Mem de Sá);2006;9;0.010262084027019872;-22.909893;-43.184305;Mem de Sá;9/2006
CISP5 (Mem de Sá);2006;10;0.02716505575953135;-22.909893;-43.184305;Mem de Sá;10/2006
CISP5 (Mem de Sá);2006;11;0.008684384645335483;-22.909893;-43.184305;Mem de Sá;11/2006
CISP5 (Mem de Sá);2006;12;0.016967414234147504;-22.909893;-43.184305;Mem de Sá;12/2006
CISP5 (Mem de Sá);2007;1;0.040024581397869116;-22.909893;-43.184305;Mem de Sá;1/2007
CISP5 (Mem de Sá);2007;2;0.037761385300172506;-22.909893;-43.184305;Mem de Sá;2/2007
CISP5 (Mem de Sá);2007;3;0.04058766320853052;-22.909893;-43.184305;Mem de Sá;3/2007
CISP5 (Mem de Sá);2007;4;0.02758235540833849;-22.909893;-43.184305;Mem de Sá;4/2007
CISP5 (Mem de Sá);2007;5;0.016858043594538314;-22.909893;-43.184305;Mem de Sá;5/2007
CISP5 (Mem de Sá);2007;6;0.018538874872305884;-22.909893;-43.184305;Mem de Sá;6/2007
CISP5 (Mem de Sá);2007;7;0.06583648467001993;-22.909893;-43.184305;Mem de Sá;7/2007
CISP5 (Mem de Sá);2007;8;0.037417587944721456;-22.909893;-43.184305;Mem de Sá;8/2007
CISP5 (Mem de Sá);2007;9;0.06648801589613439;-22.909893;-43.184305;Mem de Sá;9/2007
CISP5 (Mem de Sá);2007;10;0.03495281892593417;-22.909893;-43.184305;Mem de Sá;10/2007
CISP5 (Mem de Sá);2007;11;0.11475393163727818;-22.909893;-43.184305;Mem de Sá;11/2007
CISP5 (Mem de Sá);2007;12;0.05658588022185922;-22.909893;-43.184305;Mem de Sá;12/2007
CISP5 (Mem de Sá);2008;1;0.1045321694482034;-22.909893;-43.184305;Mem de Sá;1/2008
CISP5 (Mem de Sá);2008;2;0.03165942478391728;-22.909893;-43.184305;Mem de Sá;2/2008
CISP5 (Mem de Sá);2008;3;0.1133794938159085;-22.909893;-43.184305;Mem de Sá;3/2008
CISP5 (Mem de Sá);2008;4;0.08229040835780391;-22.909893;-43.184305;Mem de Sá;4/2008
CISP5 (Mem de Sá);2008;5;0.02541372754117099;-22.909893;-43.184305;Mem de Sá;5/2008
CISP5 (Mem de Sá);2008;6;0.0494311917912441;-22.909893;-43.184305;Mem de Sá;6/2008
CISP5 (Mem de Sá);2008;7;0.029447626546632844;-22.909893;-43.184305;Mem de Sá;7/2008
CISP5 (Mem de Sá);2008;8;0.08352984600046041;-22.909893;-43.184305;Mem de Sá;8/2008
CISP5 (Mem de Sá);2008;9;0.04447203647509196;-22.909893;-43.184305;Mem de Sá;9/2008
CISP5 (Mem de Sá);2008;10;0.014384019177775502;-22.909893;-43.184305;Mem de Sá;10/2008
CISP5 (Mem de Sá);2008;11;0.12827675585728934;-22.909893;-43.184305;Mem de Sá;11/2008
CISP5 (Mem de Sá);2008;12;0.07962662554587312;-22.909893;-43.184305;Mem de Sá;12/2008
CISP5 (Mem de Sá);2009;1;0.016752606220035212;-22.909893;-43.184305;Mem de Sá;1/2009
CISP5 (Mem de Sá);2009;2;0.06249080980415902;-22.909893;-43.184305;Mem de Sá;2/2009
CISP5 (Mem de Sá);2009;3;0.07328310119207358;-22.909893;-43.184305;Mem de Sá;3/2009
